ID,Text,Label,Parent_Text,Hashtags,Language_Script,Sentiment
929,Ye sore losers game ka spirit kharab karte hain.,hate,N/A,#sports,Mixed,Negative
930,Meditation se stress relief hota hai.,non-hate,N/A,#health,Mixed,Positive
931,Ye log meditation ko time waste kehte hain.,hate,Try it first.,#health,Mixed,Negative
932,Online science courses se curiosity badhti hai.,non-hate,N/A,#education,Mixed,Positive
933,Ye science teachers practical learning ko ignore karte hain.,hate,N/A,#education,Mixed,Negative
934,Public transport se traffic congestion kam hota hai.,non-hate,N/A,#environment,Mixed,Positive
935,Ye car owners public transport ko inferior samajhte hain.,hate,N/A,#environment,Mixed,Negative
936,India ka ISRO missions cost-effective aur impressive hain.,non-hate,N/A,#nationalism,Mixed,Positive
937,Ye space race critics India ko underestimate karte hain.,hate,N/A,#nationalism,Mixed,Negative
938,Ye government ka propaganda facts ko twist karta hai.,hate,N/A,#politics,Mixed,Negative
939,Youth engagement se political awareness badhti hai.,non-hate,N/A,#politics,Mixed,Positive
940,Ye overhyped singers talentless hain.,hate,N/A,#entertainment,Mixed,Negative
941,Ye acoustic performance soulful aur raw tha.,non-hate,N/A,#entertainment,Mixed,Positive
942,Aaj ka family dinner warm aur memorable tha.,non-hate,N/A,#daily life,Mixed,Positive
943,Ye nosy relatives privacy invade karte hain.,hate,N/A,#daily life,Mixed,Negative
944,Job training programs se employability badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
945,Tum jaise log skill development ko unnecessary kehte ho.,hate,Upskill yourself.,#social issues,Mixed,Negative
946,Ye headphones ka noise cancellation top-notch hai.,non-hate,N/A,#technology,Mixed,Positive
947,Ye cheap knockoffs branded products ka naam kharab karte hain.,hate,N/A,#technology,Mixed,Negative
948,Ye football match nail-biting aur epic tha.,non-hate,N/A,#sports,Mixed,Positive
949,Ye referees ka bad calls fans ko frustrate karte hain.,hate,N/A,#sports,Mixed,Negative
950,Proper warm-ups se muscle strain kam hota hai.,non-hate,N/A,#health,Mixed,Positive
951,Ye log cool-downs ko unnecessary samajhte hain.,hate,Recovery matters.,#health,Mixed,Negative
952,Online history lessons se past samajh aata hai.,non-hate,N/A,#education,Mixed,Positive
953,Ye history revisionists facts ko distort karte hain.,hate,N/A,#education,Mixed,Negative
954,Recycling programs se resource conservation hoti hai.,non-hate,N/A,#environment,Mixed,Positive
955,Ye log recycling ko hassle samajhte hain.,hate,N/A,#environment,Mixed,Negative
956,India ka cinema global recognition deserve karta hai.,non-hate,N/A,#nationalism,Mixed,Positive
957,Ye Bollywood copycats originality lack karte hain.,hate,N/A,#nationalism,Mixed,Negative
958,Ye government ka slow response crises ko worsen karta hai.,hate,N/A,#politics,Mixed,Negative
959,Disaster preparedness se damage control hota hai.,non-hate,N/A,#politics,Mixed,Positive
960,Ye reality TV drama fake aur annoying hai.,hate,N/A,#entertainment,Mixed,Negative
961,Ye travel vlog visually stunning aur inspiring tha.,non-hate,N/A,#entertainment,Mixed,Positive
962,Aaj ka picnic friends ke saath mazedaar tha.,non-hate,N/A,#daily life,Mixed,Positive
963,Ye picnic spot pe littering nature ko ruin karta hai.,hate,N/A,#daily life,Mixed,Negative
964,Digital education se learning gaps kam hote hain.,non-hate,N/A,#social issues,Mixed,Positive
965,Tum jaise log online learning ko ineffective kehte ho.,hate,It‘«÷s the future.,#social issues,Mixed,Negative
966,Ye camera ka low-light performance amazing hai.,non-hate,N/A,#technology,Mixed,Positive
967,Ye overpriced cameras features justify nahi karte.,hate,N/A,#technology,Mixed,Negative
968,Ye badminton match quick aur entertaining tha.,non-hate,N/A,#sports,Mixed,Positive
969,Ye shuttlecock tampering fair play ko ruin karta hai.,hate,N/A,#sports,Mixed,Negative
970,Proper grip se badminton shots accurate hote hain.,non-hate,N/A,#health,Mixed,Positive
971,Ye log badminton rules ko casually lete hain.,hate,Play by rules.,#health,Mixed,Negative
972,Online language classes se communication skills badhti hain.,non-hate,N/A,#education,Mixed,Positive
973,Ye language apps superficial learning promote karte hain.,hate,N/A,#education,Mixed,Negative
974,Green buildings se energy efficiency badhti hai.,non-hate,N/A,#environment,Mixed,Positive
975,Ye builders sustainability ko ignore karte hain.,hate,N/A,#environment,Mixed,Negative
976,India ka handicraft export cultural pride dikhata hai.,non-hate,N/A,#nationalism,Mixed,Positive
977,Ye mass production local crafts ko threaten karta hai.,hate,N/A,#nationalism,Mixed,Negative
978,Ye government ka inefficiency taxpayers ko punish karta hai.,hate,N/A,#politics,Mixed,Negative
979,E-voting se voter turnout badhta hai.,non-hate,N/A,#politics,Mixed,Positive
980,Ye remakes original ka essence kharab karte hain.,hate,N/A,#entertainment,Mixed,Negative
981,Ye animated series creative aur heartwarming tha.,non-hate,N/A,#entertainment,Mixed,Positive
982,Aaj ka morning jog energizing aur peaceful tha.,non-hate,N/A,#daily life,Mixed,Positive
983,Ye jaywalkers traffic rules ko disrespect karte hain.,hate,N/A,#daily life,Mixed,Negative
984,Universal healthcare se health disparities kam hote hain.,non-hate,N/A,#social issues,Mixed,Positive
985,Tum jaise log healthcare reforms ko socialism kehte ho.,hate,It‘«÷s humanity.,#social issues,Mixed,Negative
986,Ye monitor ka display vibrant aur sharp hai.,non-hate,N/A,#technology,Mixed,Positive
987,Ye tech companies planned obsolescence use karte hain.,hate,N/A,#technology,Mixed,Negative
988,Ye chess tournament strategic aur intense tha.,non-hate,N/A,#sports,Mixed,Positive
989,Ye chess cheaters game ka integrity kharab karte hain.,hate,N/A,#sports,Mixed,Negative
990,Proper hydration se chess focus improve hota hai.,non-hate,N/A,#health,Mixed,Positive
991,Ye log hydration ko overrated samajhte hain.,hate,Stay sharp.,#health,Mixed,Negative
992,Online music theory classes se skills refine hote hain.,non-hate,N/A,#education,Mixed,Positive
993,Ye music teachers creativity ko restrict karte hain.,hate,N/A,#education,Mixed,Negative
994,Composting se waste reduction aur soil enrichment hota hai.,non-hate,N/A,#environment,Mixed,Positive
995,Ye log composting ko dirty samajhte hain.,hate,N/A,#environment,Mixed,Negative
996,India ka classical dance global stage pe shine karta hai.,non-hate,N/A,#nationalism,Mixed,Positive
997,Ye cultural appropriation Indian traditions ko mock karta hai.,hate,N/A,#nationalism,Mixed,Negative
998,Ye government ka red tape progress ko slow karta hai.,hate,N/A,#politics,Mixed,Negative
999,Transparent governance se accountability badhti hai.,non-hate,N/A,#politics,Mixed,Positive
1000,Ye lazy directors same old tropes recycle karte hain.,hate,N/A,#entertainment,Mixed,Negative
1001,Ye thriller plot twist unexpected aur gripping tha.,non-hate,N/A,#entertainment,Mixed,Positive
1002,Aaj ka book reading session calming aur insightful tha.,non-hate,N/A,#daily life,Mixed,Positive
1003,Ye loud phone users public places mein irritate karte hain.,hate,N/A,#daily life,Mixed,Negative
1004,Paid parental leave se family bonding badhta hai.,non-hate,N/A,#social issues,Mixed,Positive
1005,Tum jaise log parental leave ko burden kehte ho.,hate,It‘«÷s support.,#social issues,Mixed,Negative
1006,Ye router ka range aur speed impressive hai.,non-hate,N/A,#technology,Mixed,Positive
1007,Ye internet providers slow speeds ke liye overcharge karte hain.,hate,N/A,#technology,Mixed,Negative
1008,Ye swimming meet competitive aur inspiring tha.,non-hate,N/A,#sports,Mixed,Positive
1009,Ye swimmers ka lane hogging others ko frustrate karta hai.,hate,N/A,#sports,Mixed,Negative
1010,Proper breathing technique se swimming stamina badhti hai.,non-hate,N/A,#health,Mixed,Positive
1011,Ye log swimming safety ko lightly lete hain.,hate,Be cautious.,#health,Mixed,Negative
1012,Online physics classes se concepts samajh aate hain.,non-hate,N/A,#education,Mixed,Positive
1013,Ye physics teachers boring lectures se interest khatam karte hain.,hate,N/A,#education,Mixed,Negative
1014,Eco-friendly transport se pollution kam hota hai.,non-hate,N/A,#environment,Mixed,Positive
1015,Ye gas-guzzling cars environment ko destroy karte hain.,hate,N/A,#environment,Mixed,Negative
1016,India ka railway network lifeline hai desh ki.,non-hate,N/A,#nationalism,Mixed,Positive
1017,Ye railway delays public ko harass karte hain.,hate,N/A,#nationalism,Mixed,Negative
1018,Ye political promises bas vote bank ke liye hain.,hate,N/A,#politics,Mixed,Negative
1019,Grassroots initiatives se local issues solve hote hain.,non-hate,N/A,#politics,Mixed,Positive
1020,Ye overhyped actors talent ke bina fame lete hain.,hate,N/A,#entertainment,Mixed,Negative
1021,Ye theatre play emotional aur powerful tha.,non-hate,N/A,#entertainment,Mixed,Positive
1022,Aaj ka gardening relaxing aur productive tha.,non-hate,N/A,#daily life,Mixed,Positive
1023,Ye pesticide overuse health aur environment ko harm karta hai.,hate,N/A,#daily life,Mixed,Negative
1024,Digital detox se mental clarity badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
1025,Tum jaise log screen time ko justify karte ho.,hate,Take a break.,#social issues,Mixed,Negative
1026,Ye tablet ka display bright aur clear hai.,non-hate,N/A,#technology,Mixed,Positive
1027,Ye tablet updates performance ko slow karte hain.,hate,N/A,#technology,Mixed,Negative
1028,Ye golf tournament scenic aur relaxing tha.,non-hate,N/A,#sports,Mixed,Positive
1029,Ye golf elitism sport ko inaccessible banata hai.,hate,N/A,#sports,Mixed,Negative
1030,Proper swing technique se golf accuracy badhti hai.,non-hate,N/A,#health,Mixed,Positive
1031,Ye log golf etiquette ko ignore karte hain.,hate,Respect the game.,#health,Mixed,Negative
1032,Online chemistry classes se experiments samajh aate hain.,non-hate,N/A,#education,Mixed,Positive
1033,Ye chemistry teachers practicals ko skip karte hain.,hate,N/A,#education,Mixed,Negative
1034,Urban forests se air purification hoti hai.,non-hate,N/A,#environment,Mixed,Positive
1035,Ye deforestation urban areas ko heat traps banata hai.,hate,N/A,#environment,Mixed,Negative
1036,India ka judicial reforms justice delivery improve karte hain.,non-hate,N/A,#nationalism,Mixed,Positive
1037,Ye judicial delays justice system ko mockery banate hain.,hate,N/A,#nationalism,Mixed,Negative
1038,Ye government ka nepotism merit ko kill karta hai.,hate,N/A,#politics,Mixed,Negative
1039,Merit-based hiring se efficiency badhti hai.,non-hate,N/A,#politics,Mixed,Positive
1040,Ye formulaic songs creativity lack karte hain.,hate,N/A,#entertainment,Mixed,Negative
1041,Ye folk song heartfelt aur authentic tha.,non-hate,N/A,#entertainment,Mixed,Positive
1042,Aaj ka yoga session calming aur energizing tha.,non-hate,N/A,#daily life,Mixed,Positive
1043,Ye loud construction daytime peace ko ruin karta hai.,hate,N/A,#daily life,Mixed,Negative
1044,Universal education se literacy rates badhte hain.,non-hate,N/A,#social issues,Mixed,Positive
1045,Tum jaise log free education ko waste kehte ho.,hate,It‘«÷s investment.,#social issues,Mixed,Negative
1046,Ye printer ka speed aur quality impressive hai.,non-hate,N/A,#technology,Mixed,Positive
1047,Ye ink cartridges overpriced aur wasteful hain.,hate,N/A,#technology,Mixed,Negative
1048,Ye table tennis match quick aur skillful tha.,non-hate,N/A,#sports,Mixed,Positive
1049,Ye table tennis cheaters game ka mazaa kharab karte hain.,hate,N/A,#sports,Mixed,Negative
1050,Proper paddle grip se control badhta hai.,non-hate,N/A,#health,Mixed,Positive
1051,Ye log paddle technique ko casually lete hain.,hate,Practice properly.,#health,Mixed,Negative
1052,Online biology classes se nature samajh aati hai.,non-hate,N/A,#education,Mixed,Positive
1053,Ye biology teachers dry lectures se interest khatam karte hain.,hate,N/A,#education,Mixed,Negative
1054,Wetland preservation se biodiversity thrive karti hai.,non-hate,N/A,#environment,Mixed,Positive
1055,Ye wetland destruction floods aur losses badhata hai.,hate,N/A,#environment,Mixed,Negative
1056,India ka agricultural innovation food security deta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1057,Ye pesticide overuse farmers aur consumers ko harm karta hai.,hate,N/A,#nationalism,Mixed,Negative
1058,Ye government ka mismanagement resources waste karta hai.,hate,N/A,#politics,Mixed,Negative
1059,Local governance se decision-making efficient hoti hai.,non-hate,N/A,#politics,Mixed,Positive
1060,Ye lazy remakes nostalgia exploit karte hain.,hate,N/A,#entertainment,Mixed,Negative
1061,Ye sci-fi movie imaginative aur thrilling tha.,non-hate,N/A,#entertainment,Mixed,Positive
1062,Aaj ka museum tour educational aur fun tha.,non-hate,N/A,#daily life,Mixed,Positive
1063,Ye selfie crowds exhibits ko block karte hain.,hate,N/A,#daily life,Mixed,Negative
1064,Universal internet se digital divide kam hota hai.,non-hate,N/A,#social issues,Mixed,Positive
1065,Tum jaise log net access ko privilege samajhte ho.,hate,It‘«÷s essential.,#social issues,Mixed,Negative
1066,Ye SSD ka speed data transfer boost karta hai.,non-hate,N/A,#technology,Mixed,Positive
1067,Ye overpriced SSDs value for money nahi dete.,hate,N/A,#technology,Mixed,Negative
1068,Ye archery competition focused aur exciting tha.,non-hate,N/A,#sports,Mixed,Positive
1069,Ye archers ka poor form accuracy ko ruin karta hai.,hate,N/A,#sports,Mixed,Negative
1070,Proper stance se archery precision badhti hai.,non-hate,N/A,#health,Mixed,Positive
1071,Ye log archery safety ko ignore karte hain.,hate,Be safe.,#health,Mixed,Negative
1072,Online geography classes se world knowledge badhta hai.,non-hate,N/A,#education,Mixed,Positive
1073,Ye geography teachers outdated maps use karte hain.,hate,N/A,#education,Mixed,Negative
1074,Rooftop gardens se urban cooling hoti hai.,non-hate,N/A,#environment,Mixed,Positive
1075,Ye urban concrete jungles heatwaves badhate hain.,hate,N/A,#environment,Mixed,Negative
1076,India ka renewable energy push sustainable future deta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1077,Ye coal reliance clean energy ko sabotage karta hai.,hate,N/A,#nationalism,Mixed,Negative
1078,Ye government ka slow justice system public ko fail karta hai.,hate,N/A,#politics,Mixed,Negative
1079,Judicial reforms se case backlog kam hota hai.,non-hate,N/A,#politics,Mixed,Positive
1080,Ye overhyped shows hype ke layak nahi hain.,hate,N/A,#entertainment,Mixed,Negative
1081,Ye drama series emotional aur well-written tha.,non-hate,N/A,#entertainment,Mixed,Positive
1082,Aaj ka craft session creative aur satisfying tha.,non-hate,N/A,#daily life,Mixed,Positive
1083,Ye craft supply hoarders resources waste karte hain.,hate,N/A,#daily life,Mixed,Negative
1084,Universal childcare se parents ko relief milta hai.,non-hate,N/A,#social issues,Mixed,Positive
1085,Tum jaise log childcare subsidies ko luxury kehte ho.,hate,It‘«÷s a need.,#social issues,Mixed,Negative
1086,Ye webcam ka clarity video calls improve karta hai.,non-hate,N/A,#technology,Mixed,Positive
1087,Ye low-quality webcams meetings ko ruin karte hain.,hate,N/A,#technology,Mixed,Negative
1088,Ye fencing match elegant aur intense tha.,non-hate,N/A,#sports,Mixed,Positive
1089,Ye fencers ka overconfidence mistakes cause karta hai.,hate,N/A,#sports,Mixed,Negative
1090,Proper footwork se fencing agility badhti hai.,non-hate,N/A,#health,Mixed,Positive
1091,Ye log fencing discipline ko lightly lete hain.,hate,Stay disciplined.,#health,Mixed,Negative
1092,Online sociology classes se societal issues samajh aate hain.,non-hate,N/A,#education,Mixed,Positive
1093,Ye sociology teachers biased views push karte hain.,hate,N/A,#education,Mixed,Negative
1094,Community gardens se local sustainability badhti hai.,non-hate,N/A,#environment,Mixed,Positive
1095,Ye urban sprawl green spaces ko kill karta hai.,hate,N/A,#environment,Mixed,Negative
1096,India ka military strength desh ki pride hai.,non-hate,N/A,#nationalism,Mixed,Positive
1097,Ye anti-military propaganda morale ko hurt karta hai.,hate,N/A,#nationalism,Mixed,Negative
1098,Ye government ka inefficiency projects delay karta hai.,hate,N/A,#politics,Mixed,Negative
1099,Public feedback se governance responsive hoti hai.,non-hate,N/A,#politics,Mixed,Positive
1100,Ye lazy sequels franchise ka potential waste karte hain.,hate,N/A,#entertainment,Mixed,Negative
1101,Ye action movie fast-paced aur thrilling tha.,non-hate,N/A,#entertainment,Mixed,Positive
1102,Aaj ka baking experiment tasty aur fun tha.,non-hate,N/A,#daily life,Mixed,Positive
1103,Ye picky eaters food enjoyment ko ruin karte hain.,hate,N/A,#daily life,Mixed,Negative
1104,Universal housing se homelessness kam hota hai.,non-hate,N/A,#social issues,Mixed,Positive
1105,Tum jaise log affordable housing ko oppose karte ho.,hate,It‘«÷s justice.,#social issues,Mixed,Negative
1106,Ye keyboard ka typing feel comfortable hai.,non-hate,N/A,#technology,Mixed,Positive
1107,Ye overpriced keyboards durability nahi dete.,hate,N/A,#technology,Mixed,Negative
1108,Ye cycling race scenic aur challenging tha.,non-hate,N/A,#sports,Mixed,Positive
1109,Ye cyclists ka reckless riding roads ko unsafe banata hai.,hate,N/A,#sports,Mixed,Negative
1110,Proper bike fit se cycling comfort badhta hai.,non-hate,N/A,#health,Mixed,Positive
1111,Ye log bike safety ko neglect karte hain.,hate,Wear helmets.,#health,Mixed,Negative
1112,Online psychology classes se mental health samajh aati hai.,non-hate,N/A,#education,Mixed,Positive
1113,Ye psychology fads science ko undermine karte hain.,hate,N/A,#education,Mixed,Negative
1114,Mangrove restoration se coastal ecosystems thrive karte hain.,non-hate,N/A,#environment,Mixed,Positive
1115,Ye mangrove destruction natural barriers ko weaken karta hai.,hate,N/A,#environment,Mixed,Negative
1116,India ka digital economy world-class ban raha hai.,non-hate,N/A,#nationalism,Mixed,Positive
1117,Ye digital scams public trust ko erode karte hain.,hate,N/A,#nationalism,Mixed,Negative
1118,Ye government ka corruption transparency ko kill karta hai.,hate,N/A,#politics,Mixed,Negative
1119,Anti-corruption measures se trust badhta hai.,non-hate,N/A,#politics,Mixed,Positive
1120,Ye overhyped bands live mein disappoint karte hain.,hate,N/A,#entertainment,Mixed,Negative
1121,Ye jazz concert soulful aur mesmerizing tha.,non-hate,N/A,#entertainment,Mixed,Positive
1122,Aaj ka nature hike refreshing aur peaceful tha.,non-hate,N/A,#daily life,Mixed,Positive
1123,Ye careless hikers trails ko damage karte hain.,hate,N/A,#daily life,Mixed,Negative
1124,Universal mental health care se stigma kam hota hai.,non-hate,N/A,#social issues,Mixed,Positive
1125,Tum jaise log mental health ko taboo samajhte ho.,hate,It‘«÷s normal.,#social issues,Mixed,Negative
1126,Ye projector ka brightness aur clarity amazing hai.,non-hate,N/A,#technology,Mixed,Positive
1127,Ye projector repairs overpriced aur slow hain.,hate,N/A,#technology,Mixed,Negative
1128,Ye martial arts tournament disciplined aur thrilling tha.,non-hate,N/A,#sports,Mixed,Positive
1129,Ye martial arts show-offs respect ko ruin karte hain.,hate,N/A,#sports,Mixed,Negative
1130,Proper stance se martial arts power badhti hai.,non-hate,N/A,#health,Mixed,Positive
1131,Ye log martial arts discipline ko ignore karte hain.,hate,Focus matters.,#health,Mixed,Negative
1132,Online anthropology classes se cultural insights milte hain.,non-hate,N/A,#education,Mixed,Positive
1133,Ye anthropology myths education ko confuse karte hain.,hate,N/A,#education,Mixed,Negative
1134,Rewilding projects se wildlife habitats restore hote hain.,non-hate,N/A,#environment,Mixed,Positive
1135,Ye invasive species ecosystems ko destabilize karte hain.,hate,N/A,#environment,Mixed,Negative
1136,India ka space program cost-effective aur ambitious hai.,non-hate,N/A,#nationalism,Mixed,Positive
1137,Ye space critics India ka potential doubt karte hain.,hate,N/A,#nationalism,Mixed,Negative
1138,Ye government ka bureaucracy innovation ko stifle karta hai.,hate,N/A,#politics,Mixed,Negative
1139,Startup incentives se entrepreneurship badhta hai.,non-hate,N/A,#politics,Mixed,Positive
1140,Ye lazy writing in shows plot holes create karta hai.,hate,N/A,#entertainment,Mixed,Negative
1141,Ye crime series suspenseful aur well-acted tha.,non-hate,N/A,#entertainment,Mixed,Positive
1142,Aaj ka stargazing night sky ke saath magical tha.,non-hate,N/A,#daily life,Mixed,Positive
1143,Ye light pollution stargazing ko impossible banata hai.,hate,N/A,#daily life,Mixed,Negative
1144,Universal basic income se financial stress kam hota hai.,non-hate,N/A,#social issues,Mixed,Positive
1145,Tum jaise log UBI ko laziness promote karne wala kehte ho.,hate,It‘«÷s security.,#social issues,Mixed,Negative
1146,Ye graphics card ka performance next-level hai.,non-hate,N/A,#technology,Mixed,Positive
1147,Ye overpriced GPUs scalpers ke wajah se milte nahi.,hate,N/A,#technology,Mixed,Negative
1148,Ye skiing event picturesque aur exhilarating tha.,non-hate,N/A,#sports,Mixed,Positive
1149,Ye reckless skiers safety rules ko break karte hain.,hate,N/A,#sports,Mixed,Negative
1150,Proper ski gear se injury risk kam hota hai.,non-hate,N/A,#health,Mixed,Positive
1151,Ye log ski safety ko casually lete hain.,hate,Gear up.,#health,Mixed,Negative
1152,Online astronomy classes se universe ke wonders samajh aate hain.,non-hate,N/A,#education,Mixed,Positive
1153,Ye astrology nonsense science ko discredit karta hai.,hate,N/A,#education,Mixed,Negative
1154,Urban beekeeping se pollination aur honey production badhta hai.,non-hate,N/A,#environment,Mixed,Positive
1155,Ye pesticide overuse bees ko kill karta hai.,hate,N/A,#environment,Mixed,Negative
1156,India ka pharmaceutical sector affordable healthcare deta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1157,Ye fake drugs market public health ko endanger karte hain.,hate,N/A,#nationalism,Mixed,Negative
1158,Ye government ka slow action climate crisis ko ignore karta hai.,hate,N/A,#politics,Mixed,Negative
1159,Climate action plans se sustainability badhti hai.,non-hate,N/A,#politics,Mixed,Positive
1160,Ye formulaic comedies funny nahi hote.,hate,N/A,#entertainment,Mixed,Negative
1161,Ye satire show clever aur timely tha.,non-hate,N/A,#entertainment,Mixed,Positive
1162,Aaj ka pottery class relaxing aur creative tha.,non-hate,N/A,#daily life,Mixed,Positive
1163,Ye art supply shortages projects ko delay karte hain.,hate,N/A,#daily life,Mixed,Negative
1164,Universal paid leave se worker well-being badhta hai.,non-hate,N/A,#social issues,Mixed,Positive
1165,Tum jaise log paid leave ko entitlement kehte ho.,hate,It‘«÷s deserved.,#social issues,Mixed,Negative
1166,Ye smart speaker ka voice recognition accurate hai.,non-hate,N/A,#technology,Mixed,Positive
1167,Ye smart devices privacy ko compromise karte hain.,hate,N/A,#technology,Mixed,Negative
1168,Ye rowing race teamwork aur endurance ka showcase tha.,non-hate,N/A,#sports,Mixed,Positive
1169,Ye rowers ka poor teamwork boat ko slow karta hai.,hate,N/A,#sports,Mixed,Negative
1170,Proper rowing rhythm se speed badhti hai.,non-hate,N/A,#health,Mixed,Positive
1171,Ye log rowing coordination ko neglect karte hain.,hate,Sync up.,#health,Mixed,Negative
1172,Online linguistics classes se language evolution samajh aata hai.,non-hate,N/A,#education,Mixed,Positive
1173,Ye language purists diversity ko reject karte hain.,hate,N/A,#education,Mixed,Negative
1174,Community wind projects se clean energy accessible hoti hai.,non-hate,N/A,#environment,Mixed,Positive
1175,Ye wind turbine opposition progress ko block karta hai.,hate,N/A,#environment,Mixed,Negative
1176,India ka renewable energy vision forward-thinking hai.,non-hate,N/A,#nationalism,Mixed,Positive
1177,Ye fossil fuel lobby clean energy ko resist karta hai.,hate,N/A,#nationalism,Mixed,Negative
1178,Ye government ka inaction education crisis badhata hai.,hate,N/A,#politics,Mixed,Negative
1179,Teacher training se classroom quality improve hoti hai.,non-hate,N/A,#politics,Mixed,Positive
1180,Ye lazy adaptations fan expectations betray karte hain.,hate,N/A,#entertainment,Mixed,Negative
1181,Ye historical drama authentic aur gripping tha.,non-hate,N/A,#entertainment,Mixed,Positive
1182,Aaj ka beach trip sunny aur enjoyable tha.,non-hate,N/A,#daily life,Mixed,Positive
1183,Ye beach pollution marine life ko harm karta hai.,hate,N/A,#daily life,Mixed,Negative
1184,Universal basic mobility se transport access badhta hai.,non-hate,N/A,#social issues,Mixed,Positive
1185,Tum jaise log public transport ko inferior kehte ho.,hate,It‘«÷s practical.,#social issues,Mixed,Negative
1186,Ye drone ka camera quality stunning hai.,non-hate,N/A,#technology,Mixed,Positive
1187,Ye drone regulations innovation ko restrict karte hain.,hate,N/A,#technology,Mixed,Negative
1188,Ye climbing competition daring aur thrilling tha.,non-hate,N/A,#sports,Mixed,Positive
1189,Ye climbers ka carelessness accidents cause karta hai.,hate,N/A,#sports,Mixed,Negative
1190,Proper climbing harness se safety ensure hoti hai.,non-hate,N/A,#health,Mixed,Positive
1191,Ye log climbing safety ko risk mein dalte hain.,hate,Gear up.,#health,Mixed,Negative
1192,Online archaeology classes se history uncover hoti hai.,non-hate,N/A,#education,Mixed,Positive
1193,Ye pseudoarchaeology facts ko twist karta hai.,hate,N/A,#education,Mixed,Negative
1194,Urban farming se food freshness badhti hai.,non-hate,N/A,#environment,Mixed,Positive
1195,Ye urban expansion farmland ko swallow karta hai.,hate,N/A,#environment,Mixed,Negative
1196,India ka fintech growth economic inclusion deta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1197,Ye fintech scams consumer trust ko break karte hain.,hate,N/A,#nationalism,Mixed,Negative
1198,Ye government ka slow healthcare reform lives cost karta hai.,hate,N/A,#politics,Mixed,Negative
1199,Preventive healthcare se disease burden kam hota hai.,non-hate,N/A,#politics,Mixed,Positive
1200,Ye formulaic thrillers suspense nahi dete.,hate,N/A,#entertainment,Mixed,Negative
1201,Ye mystery series clever aur engaging tha.,non-hate,N/A,#entertainment,Mixed,Positive
1202,Aaj ka cooking class tasty aur educational tha.,non-hate,N/A,#daily life,Mixed,Positive
1203,Ye food hoarders shortages create karte hain.,hate,N/A,#daily life,Mixed,Negative
1204,Universal housing se housing security badhti hai.,non-hate,N/A,#social issues,Mixed,Positive
1205,Tum jaise log housing aid ko charity kehte ho.,hate,It‘«÷s a right.,#social issues,Mixed,Negative
1206,Ye VR headset ka immersion unreal hai.,non-hate,N/A,#technology,Mixed,Positive
1207,Ye VR motion sickness problems ignore karta hai.,hate,N/A,#technology,Mixed,Negative
1208,Ye surfing competition skillful aur exciting tha.,non-hate,N/A,#sports,Mixed,Positive
1209,Ye surfers ka wave hogging fairness ko ruin karta hai.,hate,N/A,#sports,Mixed,Negative
1210,Proper surfboard wax se grip badhta hai.,non-hate,N/A,#health,Mixed,Positive
1211,Ye log surf safety ko neglect karte hain.,hate,Stay safe.,#health,Mixed,Negative
1212,Online criminology classes se crime patterns samajh aate hain.,non-hate,N/A,#education,Mixed,Positive
1213,Ye crime glorification youth ko mislead karta hai.,hate,N/A,#education,Mixed,Negative
1214,Permaculture se sustainable farming hoti hai.,non-hate,N/A,#environment,Mixed,Positive
1215,Ye industrial farming soil ko exhaust karta hai.,hate,N/A,#environment,Mixed,Negative
1216,India ka yoga global wellness ko contribute karta hai.,non-hate,N/A,#nationalism,Mixed,Positive
1217,Ye fake yoga trends tradition ko dilute karte hain.,hate,N/A,#nationalism,Mixed,Negative
1218,Ye government ka inaction poverty alleviation delay karta hai.,hate,N/A,#politics,Mixed,Negative
1219,Microfinance se small businesses grow karte hain.,non-hate,N/A,#politics,Mixed,Positive
1220,Ye lazy rom-coms chemistry nahi dete.,hate,N/A,#entertainment,Mixed,Negative
1221,Ye romance film heartfelt aur beautiful tha.,non-hate,N/A,#entertainment,Mixed,Positive
1222,Aaj ka art workshop inspiring aur fun tha.,non-hate,N/A,#daily life,Mixed,Positive
1223,Ye art vandals public spaces ko deface karte hain.,hate,N/A,#daily life,Mixed,Negative
1224,Universal mental health support se well-being badhta hai.,non-hate,N/A,#social issues,Mixed,Positive
1225,Tum jaise log therapy ko weakness kehte ho.,hate,It‘«÷s strength.,#social issues,Mixed,Negative
1226,Ye fitness tracker ka accuracy reliable hai.,non-hate,N/A,#technology,Mixed,Positive
1227,Ye fitness trackers overhyped aur inaccurate hain.,hate,N/A,#technology,Mixed,Negative
1228,Ye kayaking race adventurous aur scenic tha.,non-hate,N/A,#sports,Mixed,Positive
1229,Ye kayakers ka reckless paddling risks badhata hai.,hate,N/A,#sports,Mixed,Negative
1230,Proper paddle stroke se kayaking efficiency badhti hai.,non-hate,N/A,#health,Mixed,Positive
1231,Ye log kayaking safety ko ignore karte hain.,hate,Be prepared.,#health,Mixed,Negative
1232,Online political science classes se governance samajh aati hai.,non-hate,N/A,#education,Mixed,Positive
1233,Ye political biases education ko skew karte hain.,hate,N/A,#education,Mixed,Negative
